,Position,Organisation,Year_spent,Top_achievement,Work_summary,Work_objective
0,Teacher,Belgian International School,1,None,"Teaching, although hard but easy to practice. And with my years of experience, I have been able to acquire knowledge on leadership and team work. I hope this knowledge will he useful in years to come",None
